animal_id,AnimalName,Breed,Age,Weight,Symptom_Count,Dangerous,Danger_Score,High_Risk_Count,Medium_Risk_Count,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10
8466,turkey,bourbon_red,senior,428.36954194749876,4,Yes,0.78,0,0,loss_of_appetite,diarrhea,dehydration,colic,none,none,none,none,none,none
8467,sheep,suffolk,young,390.68927913724644,4,Yes,0.5175,0,0,weight_loss,reproductive_issues,blindness,dyspnea,none,none,none,none,none,none
8468,hamster,roborovski,young,399.4641523083604,2,No,0.335,0,0,weight_loss,wet_tail,none,none,none,none,none,none,none,none
8469,turkey,broad_breasted_bronze,senior,217.10915404270781,4,Yes,0.645,0,0,diarrhea,lethargy,depression,dehydration,none,none,none,none,none,none
8470,guinea_pig,peruvian,young,262.57242540606404,5,Yes,0.6199999999999999,0,0,weight_loss,lethargy,depression,anorexia,coma,none,none,none,none,none
8471,duck,muscovy,young,33.64111395012203,3,Yes,0.5999999999999999,0,0,loss_of_appetite,respiratory_distress,lethargy,none,none,none,none,none,none,none
8472,turkey,narragansett,young,168.8105305038079,4,Yes,0.5075000000000001,0,0,diarrhea,swelling,dehydration,pain,none,none,none,none,none,none
8473,dog,bulldog,adult,24.79028365976813,6,Yes,0.6099999999999999,0,0,vomiting,fever,lethargy,dehydration,hair_loss,joint_pain,none,none,none,none
8474,rabbit,dutch,young,296.04912955777326,4,Yes,0.395,0,0,skin_lesions,loss_of_appetite,chills,ulcers,none,none,none,none,none,none
8475,guinea_pig,peruvian,young,228.31947860237108,6,No,0.37500000000000006,0,0,dental_problems,sneezing,nystagmus,anemia,flatulence,lameness,none,none,none,none
8476,horse,thoroughbred,senior,27.89754141690596,3,Yes,0.54,0,0,nasal_discharge,weight_loss,shock,none,none,none,none,none,none,none
8477,guinea_pig,american,adult,489.17721391033285,2,No,0.23,0,0,sneezing,hair_loss,none,none,none,none,none,none,none,none
8478,cat,siamese,adult,369.68402229378165,5,Yes,0.54,0,0,fever,loss_of_appetite,lethargy,skin_rashes,disorientation,none,none,none,none,none
8479,turtle,red_eared_slider,senior,112.76762556249543,5,Yes,0.578,0,0,respiratory_distress,lethargy,depression,itching,excessive_thirst,none,none,none,none,none
8480,duck,mallard,young,270.0804508569544,4,Yes,0.53,0,0,diarrhea,respiratory_distress,dehydration,chills,none,none,none,none,none,none
8481,goat,alpine,senior,259.1666925128048,4,Yes,0.5449999999999999,0,0,coughing,diarrhea,dehydration,ascites,none,none,none,none,none,none
8482,dog,golden_retriever,adult,204.36583326988628,4,Yes,0.47250000000000003,0,0,fever,lameness,lethargy,headache,none,none,none,none,none,none
8483,parrot,cockatoo,senior,97.66211678752654,3,Yes,0.54,0,0,nasal_discharge,lethargy,depression,none,none,none,none,none,none,none
8484,chicken,sussex,adult,374.4196359731352,5,Yes,0.4759999999999999,0,0,diarrhea,nasal_discharge,dehydration,urination_problems,gasping,none,none,none,none,none
8485,turkey,broad_breasted_bronze,adult,317.907226917604,3,No,0.37,0,0,loss_of_appetite,swelling,eye_discharge,none,none,none,none,none,none,none
8486,duck,mallard,senior,122.8318246978657,3,Yes,0.5700000000000001,0,0,lethargy,loss_of_appetite,depression,none,none,none,none,none,none,none
8487,horse,arabian,young,430.98181780747416,5,Yes,0.6140000000000001,0,0,weight_loss,fever,lethargy,itching,hair_loss,none,none,none,none,none
8488,parrot,macaw,young,200.058433526873,4,No,0.30500000000000005,0,0,feather_plucking,sneezing,hair_loss,twitching,none,none,none,none,none,none
8489,rabbit,flemish_giant,adult,236.22026075575988,3,No,0.47,0,0,diarrhea,lethargy,depression,none,none,none,none,none,none,none
8490,turtle,painted_turtle,young,299.7084902713275,3,No,0.43,0,0,lethargy,shell_rot,depression,none,none,none,none,none,none,none
8491,chicken,sussex,senior,199.12058760837658,6,Yes,0.505,0,0,sneezing,diarrhea,dehydration,skin_lesions,staggering,flatulence,none,none,none,none
8492,pig,duroc,young,115.63682861605446,4,Yes,0.38,0,0,coughing,loss_of_appetite,salivating,joint_pain,none,none,none,none,none,none
8493,sheep,merino,adult,368.8614629554768,2,No,0.35000000000000003,0,0,reproductive_issues,lameness,none,none,none,none,none,none,none,none
8494,horse,arabian,young,176.26646072066453,3,Yes,0.56,0,0,nasal_discharge,colic,rapid_breathing,none,none,none,none,none,none,none
8495,goat,boer,senior,491.10023131896014,5,Yes,0.512,0,0,reproductive_issues,weight_loss,hair_loss,headache,blindness,none,none,none,none,none
8496,duck,pekin,adult,316.57213601093883,4,Yes,0.5650000000000001,0,0,diarrhea,lethargy,depression,dehydration,none,none,none,none,none,none
8497,parrot,african_grey,senior,133.4741645722416,2,No,0.41500000000000004,0,0,loss_of_appetite,nasal_discharge,none,none,none,none,none,none,none,none
8498,pig,hampshire,senior,199.547085381376,2,Yes,0.5499999999999999,0,0,diarrhea,fever,none,none,none,none,none,none,none,none
8499,parrot,african_grey,senior,181.12480692897682,5,Yes,0.656,0,0,loss_of_appetite,lethargy,depression,lameness,shock,none,none,none,none,none
8500,chicken,rhode_island_red,young,370.6576885510175,6,Yes,0.615,0,0,loss_of_appetite,lethargy,depression,disorientation,aggression,fever,none,none,none,none
8501,duck,muscovy,senior,395.4733109287004,3,Yes,0.6,0,0,lameness,loss_of_appetite,coma,none,none,none,none,none,none,none
8502,sheep,dorset,senior,157.69914029032952,3,Yes,0.62,0,0,lameness,fever,lethargy,none,none,none,none,none,none,none
8503,guinea_pig,american,adult,216.3155014838199,2,No,0.28,0,0,hair_loss,lethargy,none,none,none,none,none,none,none,none
8504,rabbit,flemish_giant,adult,324.4053960409928,4,Yes,0.44249999999999995,0,0,diarrhea,skin_lesions,dehydration,ulcers,none,none,none,none,none,none
8505,hamster,dwarf,senior,161.9784941923132,3,No,0.36,0,0,wet_tail,sneezing,weight_loss,none,none,none,none,none,none,none
8506,goat,alpine,young,66.92341837310053,3,No,0.39,0,0,coughing,weight_loss,nasal_discharge,none,none,none,none,none,none,none
8507,turkey,bourbon_red,young,154.4561762563821,2,No,0.43,0,0,swelling,diarrhea,none,none,none,none,none,none,none,none
8508,rabbit,rex,adult,273.8238720662161,4,No,0.35000000000000003,0,0,skin_lesions,loss_of_appetite,anorexia,muscle_pain,none,none,none,none,none,none
8509,duck,pekin,young,459.03928012507544,3,Yes,0.52,0,0,lameness,diarrhea,dehydration,none,none,none,none,none,none,none
8510,pig,duroc,young,137.83303090084723,5,Yes,0.6199999999999999,0,0,coughing,fever,lethargy,cyanosis,pain,none,none,none,none,none
8511,hamster,dwarf,young,9.642802487905888,3,No,0.46,0,0,sneezing,lethargy,depression,none,none,none,none,none,none,none
8512,pig,duroc,adult,197.89221789771483,5,No,0.4,0,0,loss_of_appetite,coughing,seizures,discharge,lesions,none,none,none,none,none
8513,cow,angus,senior,40.502001426180264,3,Yes,0.62,0,0,fever,reproductive_issues,lethargy,none,none,none,none,none,none,none
8514,rabbit,flemish_giant,young,95.35153460569393,4,No,0.3575,0,0,loss_of_appetite,hair_loss,flatulence,infection,none,none,none,none,none,none
8515,parrot,african_grey,senior,278.3505673878439,4,No,0.455,0,0,feather_plucking,nasal_discharge,cyanosis,head_pressing,none,none,none,none,none,none
8516,dog,poodle,adult,222.6706215225729,6,Yes,0.485,0,0,vomiting,lameness,dehydration,shock,ascites,gasping,none,none,none,none
8517,turtle,red_eared_slider,senior,415.6488910017788,6,Yes,0.525,0,0,loss_of_appetite,shell_rot,sneezing,pain,dehydration,discharge,none,none,none,none
8518,cow,angus,senior,87.37303394013274,3,Yes,0.45,0,0,bloating,dehydration,skin_rashes,none,none,none,none,none,none,none
8519,chicken,sussex,young,48.43852951550747,2,Yes,0.35500000000000004,0,0,nasal_discharge,loss_of_appetite,none,none,none,none,none,none,none,none
8520,goat,boer,senior,466.0285415373391,4,Yes,0.64,0,0,fever,weight_loss,lethargy,redness,none,none,none,none,none,none
8521,dog,bulldog,adult,103.37965522508894,4,Yes,0.585,0,0,lameness,fever,lethargy,gasping,none,none,none,none,none,none
8522,parrot,african_grey,adult,230.15527682166643,4,No,0.24500000000000002,0,0,loss_of_appetite,nasal_discharge,flatulence,bad_breath,none,none,none,none,none,none
8523,sheep,merino,adult,142.90988568116686,3,No,0.35000000000000003,0,0,weight_loss,coughing,disorientation,none,none,none,none,none,none,none
8524,cat,ragdoll,adult,380.0923658014362,4,Yes,0.4975,0,0,sneezing,fever,lethargy,eye_discharge,none,none,none,none,none,none
8525,cow,hereford,adult,211.32949019688792,4,No,0.38750000000000007,0,0,bloating,weight_loss,dyspnea,anemia,none,none,none,none,none,none
8526,goat,nubian,senior,193.50517520428158,4,Yes,0.47750000000000004,0,0,coughing,weight_loss,opisthotonos,itching,none,none,none,none,none,none
8527,duck,mallard,senior,24.58727100098716,4,Yes,0.5700000000000001,0,0,lameness,lethargy,depression,hyperesthesia,none,none,none,none,none,none
8528,horse,arabian,senior,204.12045286317007,4,Yes,0.5125000000000001,0,0,lameness,weight_loss,chills,aggression,none,none,none,none,none,none
8529,guinea_pig,american,senior,37.90032195848945,4,No,0.5,0,0,hair_loss,weight_loss,dehydration,nausea,none,none,none,none,none,none
8530,rabbit,flemish_giant,senior,87.29845542699292,5,No,0.496,0,0,loss_of_appetite,skin_lesions,bloating,infection,anemia,none,none,none,none,none
8531,cat,persian,adult,302.5177381073894,5,Yes,0.5419999999999999,0,0,sneezing,fever,lethargy,nystagmus,flatulence,none,none,none,none,none
8532,horse,thoroughbred,adult,245.2597998135522,5,Yes,0.316,0,0,lameness,swelling,redness,malaise,eye_discharge,none,none,none,none,none
8533,turkey,bourbon_red,young,276.707329910654,5,Yes,0.5740000000000001,0,0,diarrhea,respiratory_distress,dehydration,ataxia,pneumonia,none,none,none,none,none
8534,rabbit,rex,adult,30.346414283625965,2,No,0.385,0,0,diarrhea,lethargy,none,none,none,none,none,none,none,none
8535,cow,angus,adult,139.62482461785459,3,No,0.42,0,0,lameness,dehydration,pain,none,none,none,none,none,none,none
8536,dog,german_shepherd,young,247.435353012058,6,Yes,0.585,0,0,diarrhea,loss_of_appetite,dehydration,headache,deafness,flatulence,none,none,none,none
8537,horse,arabian,adult,388.0843161418495,4,Yes,0.5375,0,0,nasal_discharge,colic,pale_gums,gasping,none,none,none,none,none,none
8538,cat,ragdoll,young,120.96936523566694,5,No,0.39399999999999996,0,0,eye_discharge,sneezing,nystagmus,excessive_thirst,fever,none,none,none,none,none
8539,parrot,african_grey,adult,314.1536936996635,5,Yes,0.444,0,0,lethargy,feather_plucking,depression,hair_loss,hyperesthesia,none,none,none,none,none
8540,guinea_pig,american,adult,65.26296344001528,4,No,0.335,0,0,dental_problems,weight_loss,diarrhea,disorientation,none,none,none,none,none,none
8541,pig,duroc,young,323.65950844943274,4,Yes,0.6700000000000002,0,0,diarrhea,fever,lethargy,dehydration,none,none,none,none,none,none
8542,dog,labrador,adult,188.85933666167543,5,Yes,0.46599999999999997,0,0,fever,lethargy,depression,constipation,nasal_discharge,none,none,none,none,none
8543,goat,nubian,adult,50.0970287933554,3,No,0.42,0,0,reproductive_issues,coughing,bleeding,none,none,none,none,none,none,none
8544,chicken,leghorn,young,160.52555509950724,5,Yes,0.46,0,0,diarrhea,sneezing,dehydration,ascites,ulcers,none,none,none,none,none
8545,guinea_pig,abby,young,323.88075665648194,3,No,0.5,0,0,sneezing,lethargy,depression,none,none,none,none,none,none,none
8546,goat,nubian,young,5.744623798887866,5,No,0.448,0,0,reproductive_issues,diarrhea,dehydration,redness,depression,none,none,none,none,none
8547,sheep,suffolk,adult,441.268754064319,4,No,0.3975,0,0,weight_loss,coughing,nasal_discharge,swelling,none,none,none,none,none,none
8548,chicken,leghorn,senior,394.9916740716889,4,Yes,0.5175000000000001,0,0,loss_of_appetite,sneezing,opisthotonos,circling,none,none,none,none,none,none
8549,pig,yorkshire,senior,168.97674459176267,5,Yes,0.584,0,0,lameness,coughing,disorientation,weakness,depression,none,none,none,none,none
8550,guinea_pig,american,young,384.12492879291256,4,Yes,0.5275,0,0,hair_loss,lethargy,depression,coughing,none,none,none,none,none,none
8551,parrot,african_grey,senior,317.9582622770267,3,Yes,0.56,0,0,lethargy,sneezing,depression,none,none,none,none,none,none,none
8552,horse,thoroughbred,senior,203.1818767081338,4,Yes,0.6074999999999999,0,0,weight_loss,fever,lethargy,fatigue,none,none,none,none,none,none
8553,goat,nubian,young,415.9032550163007,4,Yes,0.5325,0,0,weight_loss,diarrhea,dehydration,reproductive_issues,none,none,none,none,none,none
8554,cow,hereford,young,91.80454594553434,3,Yes,0.53,0,0,bloating,fever,lethargy,none,none,none,none,none,none,none
8555,rabbit,dutch,adult,79.83506107244047,4,No,0.48749999999999993,0,0,hair_loss,lethargy,depression,rapid_breathing,none,none,none,none,none,none
8556,goat,nubian,adult,75.88705506654578,2,No,0.265,0,0,bloating,reproductive_issues,none,none,none,none,none,none,none,none
8557,cat,siamese,young,40.064875538096565,2,Yes,0.5050000000000001,0,0,vomiting,fever,none,none,none,none,none,none,none,none
8558,dog,golden_retriever,senior,172.5191812207177,5,Yes,0.5559999999999999,0,0,diarrhea,lameness,dehydration,paresis,skin_lesions,none,none,none,none,none
8559,cat,ragdoll,young,283.7169238767305,2,No,0.28,0,0,eye_discharge,sneezing,none,none,none,none,none,none,none,none
8560,turkey,narragansett,adult,180.31621583725683,6,Yes,0.55,0,0,respiratory_distress,lethargy,depression,coughing,joint_pain,dyspnea,none,none,none,none
8561,guinea_pig,peruvian,senior,233.9492992056931,4,No,0.47300000000000003,0,0,hair_loss,dental_problems,paralysis,head_pressing,none,none,none,none,none,none
8562,turtle,painted_turtle,young,270.6156378120044,5,Yes,0.53,0,0,lethargy,loss_of_appetite,depression,gasping,redness,none,none,none,none,none
8563,turkey,bourbon_red,senior,109.32343122292251,4,Yes,0.515,0,0,loss_of_appetite,swelling,anorexia,head_pressing,none,none,none,none,none,none
8564,turkey,narragansett,young,16.317912461683086,5,Yes,0.6280000000000001,0,0,loss_of_appetite,diarrhea,dehydration,skin_lesions,hyperesthesia,none,none,none,none,none
8565,duck,muscovy,senior,427.02612797112965,6,Yes,0.7300000000000001,0,0,diarrhea,lethargy,depression,dehydration,coughing,pneumonia,none,none,none,none
8566,chicken,rhode_island_red,young,363.8199468198785,4,No,0.48749999999999993,0,0,diarrhea,sneezing,dehydration,coughing,none,none,none,none,none,none
8567,horse,arabian,adult,187.25741509081755,4,Yes,0.6200000000000001,0,0,fever,colic,lethargy,pain,none,none,none,none,none,none
8568,dog,labrador,young,412.6457721472761,4,No,0.4475,0,0,lameness,loss_of_appetite,edema,wheezing,none,none,none,none,none,none
8569,pig,duroc,adult,10.195290691360281,3,No,0.43,0,0,vomiting,coughing,dehydration,none,none,none,none,none,none,none
8570,horse,thoroughbred,adult,471.6203785349104,4,Yes,0.505,0,0,lameness,fever,lethargy,redness,none,none,none,none,none,none
8571,rabbit,flemish_giant,adult,34.854729078678695,3,No,0.25,0,0,skin_lesions,sneezing,bloating,none,none,none,none,none,none,none
8572,duck,pekin,senior,288.5156393709023,4,Yes,0.71,0,0,respiratory_distress,loss_of_appetite,nausea,gasping,none,none,none,none,none,none
8573,duck,mallard,young,242.97382453563574,5,No,0.466,0,0,respiratory_distress,lameness,blindness,anorexia,bad_breath,none,none,none,none,none
8574,turkey,narragansett,adult,456.47935444319387,4,Yes,0.4875,0,0,diarrhea,swelling,dehydration,paresis,none,none,none,none,none,none
8575,turkey,bourbon_red,senior,107.32667432871486,4,Yes,0.675,0,0,respiratory_distress,lethargy,depression,fever,none,none,none,none,none,none
8576,rabbit,flemish_giant,adult,146.25645241761165,3,No,0.33999999999999997,0,0,loss_of_appetite,skin_lesions,staggering,none,none,none,none,none,none,none
8577,cow,jersey,young,154.40251451962328,4,Yes,0.395,0,0,lameness,bloating,reproductive_issues,staggering,none,none,none,none,none,none
8578,cat,persian,young,144.735219516646,4,Yes,0.6425000000000001,0,0,lethargy,vomiting,depression,dehydration,none,none,none,none,none,none
8579,sheep,suffolk,adult,308.2557356734291,4,Yes,0.5125000000000001,0,0,lameness,fever,lethargy,discharge,none,none,none,none,none,none
8580,duck,muscovy,adult,201.3797705056342,4,Yes,0.495,0,0,loss_of_appetite,lameness,lethargy,gasping,none,none,none,none,none,none
8581,rabbit,rex,adult,89.16488410009009,2,No,0.31000000000000005,0,0,skin_lesions,loss_of_appetite,none,none,none,none,none,none,none,none
8582,cow,angus,young,402.23442390115326,3,No,0.43999999999999995,0,0,lameness,dehydration,redness,none,none,none,none,none,none,none
8583,guinea_pig,american,senior,490.082821615849,3,Yes,0.53,0,0,lethargy,dental_problems,depression,none,none,none,none,none,none,none
8584,horse,thoroughbred,senior,25.192873178080816,2,No,0.45999999999999996,0,0,weight_loss,lameness,none,none,none,none,none,none,none,none
8585,sheep,merino,adult,104.8402541649974,5,No,0.43000000000000005,0,0,weight_loss,lameness,gasping,colic,depression,none,none,none,none,none
8586,sheep,dorset,young,193.473288368948,2,No,0.39999999999999997,0,0,lameness,weight_loss,none,none,none,none,none,none,none,none
8587,turtle,painted_turtle,adult,263.9353863565947,4,Yes,0.47550000000000003,0,0,lethargy,shell_rot,depression,paralysis,none,none,none,none,none,none
8588,cat,maine_coon,senior,196.14881970127053,4,Yes,0.5900000000000001,0,0,hair_loss,vomiting,dehydration,seizures,none,none,none,none,none,none
8589,parrot,macaw,young,434.2125407955303,4,Yes,0.5874999999999999,0,0,lethargy,nasal_discharge,depression,dehydration,none,none,none,none,none,none
8590,turtle,painted_turtle,young,458.5299851305671,5,Yes,0.498,0,0,lethargy,shell_rot,depression,loss_of_appetite,bad_breath,none,none,none,none,none
8591,turtle,red_eared_slider,senior,401.28236593214496,2,Yes,0.615,0,0,lethargy,loss_of_appetite,none,none,none,none,none,none,none,none
8592,horse,quarter_horse,young,16.398140647412802,5,No,0.466,0,0,nasal_discharge,colic,joint_pain,ascites,weight_loss,none,none,none,none,none
8593,cat,siamese,adult,150.79127758202844,4,No,0.47250000000000003,0,0,lethargy,hair_loss,depression,colic,none,none,none,none,none,none
8594,horse,quarter_horse,senior,337.49209279063905,3,Yes,0.68,0,0,weight_loss,fever,lethargy,none,none,none,none,none,none,none
8595,chicken,sussex,adult,168.75300499572896,5,No,0.43999999999999995,0,0,lethargy,loss_of_appetite,depression,ulcers,flatulence,none,none,none,none,none
8596,chicken,rhode_island_red,senior,426.63134000949657,2,Yes,0.47000000000000003,0,0,nasal_discharge,lethargy,none,none,none,none,none,none,none,none
8597,hamster,dwarf,young,318.1390473952514,5,Yes,0.522,0,0,lethargy,sneezing,depression,nystagmus,excessive_thirst,none,none,none,none,none
8598,horse,quarter_horse,adult,209.0539476605196,5,No,0.41200000000000003,0,0,colic,nasal_discharge,skin_lesions,eye_discharge,abdominal_pain,none,none,none,none,none
8599,chicken,leghorn,young,301.3605041419598,3,No,0.48,0,0,diarrhea,sneezing,dehydration,none,none,none,none,none,none,none
8600,parrot,cockatoo,young,499.30404565138247,3,No,0.48,0,0,loss_of_appetite,sneezing,hemorrhage,none,none,none,none,none,none,none
8601,goat,boer,young,89.47886889382688,4,No,0.425,0,0,coughing,bloating,blindness,weight_loss,none,none,none,none,none,none
8602,hamster,dwarf,senior,232.8912036475129,6,No,0.495,0,0,hair_loss,weight_loss,sneezing,swelling,skin_rashes,opisthotonos,none,none,none,none
8603,parrot,cockatoo,senior,467.3986792055633,5,Yes,0.612,0,0,nasal_discharge,lethargy,depression,aggression,nausea,none,none,none,none,none
8604,pig,duroc,senior,277.55183571495525,4,Yes,0.755,0,0,loss_of_appetite,diarrhea,dehydration,respiratory_distress,none,none,none,none,none,none
8605,hamster,syrian,senior,334.13531216175346,2,No,0.39499999999999996,0,0,weight_loss,wet_tail,none,none,none,none,none,none,none,none
8606,cow,jersey,young,435.4975952708771,5,Yes,0.5359999999999999,0,0,weight_loss,dehydration,dyspnea,sneezing,emaciation,none,none,none,none,none
8607,goat,nubian,adult,222.1802217900281,5,Yes,0.578,0,0,diarrhea,fever,lethargy,dehydration,anorexia,none,none,none,none,none
8608,guinea_pig,peruvian,adult,411.991648926232,5,No,0.49400000000000005,0,0,weight_loss,dental_problems,unconsciousness,paresis,pale_gums,none,none,none,none,none
8609,goat,alpine,young,404.56950957234557,5,Yes,0.548,0,0,diarrhea,coughing,dehydration,lethargy,anemia,none,none,none,none,none
8610,cow,hereford,young,392.0770445166453,2,No,0.43999999999999995,0,0,weight_loss,lameness,none,none,none,none,none,none,none,none
8611,guinea_pig,peruvian,adult,481.8521744633311,4,Yes,0.4825,0,0,lethargy,weight_loss,depression,headache,none,none,none,none,none,none
8612,pig,yorkshire,adult,469.5700597788009,2,No,0.39499999999999996,0,0,diarrhea,coughing,none,none,none,none,none,none,none,none
8613,turtle,box_turtle,young,342.992622497433,4,No,0.4675,0,0,swollen_eyes,lethargy,depression,excessive_thirst,none,none,none,none,none,none
8614,dog,bulldog,adult,168.2843423807496,5,Yes,0.758,0,0,fever,loss_of_appetite,lethargy,vomiting,ataxia,none,none,none,none,none
8615,goat,alpine,young,242.84939743959498,6,Yes,0.43,0,0,reproductive_issues,weight_loss,respiratory_distress,flatulence,redness,deafness,none,none,none,none
8616,turtle,painted_turtle,senior,353.0377046517984,4,Yes,0.435,0,0,loss_of_appetite,shell_rot,fatigue,coughing,none,none,none,none,none,none
8617,dog,golden_retriever,young,22.50399771783456,6,Yes,0.6699999999999999,0,0,diarrhea,loss_of_appetite,dehydration,anorexia,colic,discharge,none,none,none,none
8618,turkey,broad_breasted_bronze,adult,379.8195594349482,4,Yes,0.46499999999999997,0,0,swelling,diarrhea,dehydration,edema,none,none,none,none,none,none
8619,goat,nubian,senior,167.0373747482418,3,Yes,0.64,0,0,weight_loss,fever,lethargy,none,none,none,none,none,none,none
8620,chicken,leghorn,adult,222.81004620387216,5,Yes,0.45400000000000007,0,0,nasal_discharge,diarrhea,dehydration,paraplegia,lameness,none,none,none,none,none
8621,chicken,rhode_island_red,young,115.53422771936332,2,No,0.325,0,0,loss_of_appetite,sneezing,none,none,none,none,none,none,none,none
8622,pig,yorkshire,young,231.72784168050586,5,Yes,0.5680000000000001,0,0,vomiting,lameness,dehydration,seizures,paresis,none,none,none,none,none
8623,rabbit,flemish_giant,young,268.067859716531,4,No,0.38,0,0,hair_loss,sneezing,infection,head_pressing,none,none,none,none,none,none
8624,sheep,suffolk,young,103.2089772823753,4,Yes,0.54,0,0,reproductive_issues,fever,lethargy,malaise,none,none,none,none,none,none
8625,cow,holstein,adult,363.7440923311627,3,Yes,0.54,0,0,lameness,fever,lethargy,none,none,none,none,none,none,none
8626,guinea_pig,american,senior,238.22124499872842,3,Yes,0.52,0,0,hair_loss,lethargy,depression,none,none,none,none,none,none,none
8627,parrot,cockatoo,adult,256.38194523389177,3,Yes,0.37,0,0,feather_plucking,lethargy,depression,none,none,none,none,none,none,none
8628,turtle,box_turtle,adult,324.99870125470153,5,No,0.37999999999999995,0,0,respiratory_distress,loss_of_appetite,malaise,flatulence,excessive_thirst,none,none,none,none,none
8629,dog,labrador,young,266.9933157923024,5,Yes,0.5800000000000001,0,0,lethargy,diarrhea,depression,dehydration,edema,none,none,none,none,none
8630,hamster,dwarf,senior,443.3168213619366,3,Yes,0.62,0,0,weight_loss,lethargy,depression,none,none,none,none,none,none,none
8631,guinea_pig,american,adult,172.9182274607289,4,Yes,0.38,0,0,weight_loss,hair_loss,lameness,colic,none,none,none,none,none,none
8632,sheep,merino,adult,7.688101477371357,3,No,0.44000000000000006,0,0,weight_loss,reproductive_issues,shock,none,none,none,none,none,none,none
8633,dog,golden_retriever,young,164.56197990677674,3,No,0.48,0,0,lameness,diarrhea,dehydration,none,none,none,none,none,none,none
8634,sheep,merino,senior,5.10215197688224,2,No,0.43000000000000005,0,0,coughing,lameness,none,none,none,none,none,none,none,none
8635,horse,arabian,senior,201.01751777831498,2,Yes,0.51,0,0,lameness,weight_loss,none,none,none,none,none,none,none,none
8636,goat,nubian,young,160.33975652039797,5,Yes,0.6259999999999999,0,0,fever,diarrhea,lethargy,dehydration,wheezing,none,none,none,none,none
8637,rabbit,flemish_giant,young,66.74641635754486,2,No,0.37000000000000005,0,0,loss_of_appetite,skin_lesions,none,none,none,none,none,none,none,none
8638,chicken,sussex,senior,76.94403836744235,3,Yes,0.5700000000000001,0,0,loss_of_appetite,lethargy,depression,none,none,none,none,none,none,none
8639,cat,maine_coon,young,316.34107528230624,2,No,0.38,0,0,lethargy,sneezing,none,none,none,none,none,none,none,none
8640,pig,yorkshire,adult,330.5309757270799,4,No,0.45749999999999996,0,0,lameness,diarrhea,dehydration,wheezing,none,none,none,none,none,none
8641,parrot,macaw,adult,107.84096108039961,3,No,0.37,0,0,feather_plucking,lethargy,depression,none,none,none,none,none,none,none
8642,turkey,broad_breasted_bronze,young,194.13320045137988,4,Yes,0.5250000000000001,0,0,loss_of_appetite,lethargy,depression,lameness,none,none,none,none,none,none
8643,duck,mallard,adult,2.3697867508105914,5,No,0.44599999999999995,0,0,lethargy,loss_of_appetite,depression,inflammation,headache,none,none,none,none,none
8644,sheep,suffolk,adult,209.26038017356888,6,No,0.43500000000000005,0,0,weight_loss,reproductive_issues,blindness,lameness,loss_of_appetite,gasping,none,none,none,none
8645,rabbit,dutch,adult,465.51023007492256,4,No,0.33,0,0,skin_lesions,hair_loss,eye_discharge,depression,none,none,none,none,none,none
8646,pig,duroc,young,5.406402377722348,3,Yes,0.6399999999999999,0,0,loss_of_appetite,diarrhea,dehydration,none,none,none,none,none,none,none
8647,goat,boer,young,91.35466223436312,4,Yes,0.4775,0,0,coughing,diarrhea,dehydration,lameness,none,none,none,none,none,none
8648,turkey,narragansett,young,93.808404417252,4,Yes,0.5825,0,0,respiratory_distress,diarrhea,dehydration,colic,none,none,none,none,none,none
8649,goat,boer,young,207.4315860056812,4,Yes,0.5,0,0,diarrhea,coughing,dehydration,blindness,none,none,none,none,none,none
8650,turtle,painted_turtle,young,157.04924703193583,5,Yes,0.418,0,0,loss_of_appetite,swollen_eyes,swelling,jaundice,hair_loss,none,none,none,none,none
8651,cat,maine_coon,adult,242.854420274652,5,No,0.43599999999999994,0,0,hair_loss,sneezing,paraplegia,weight_loss,seizures,none,none,none,none,none
8652,guinea_pig,american,young,495.44395431278315,5,No,0.46399999999999997,0,0,dental_problems,weight_loss,chills,opisthotonos,edema,none,none,none,none,none
8653,parrot,macaw,young,342.15844213300056,6,Yes,0.665,0,0,lethargy,loss_of_appetite,depression,respiratory_distress,nasal_discharge,jaundice,none,none,none,none
8654,duck,muscovy,adult,110.90418267202519,5,Yes,0.5479999999999999,0,0,lethargy,diarrhea,depression,dehydration,pain,none,none,none,none,none
8655,horse,thoroughbred,senior,87.90045896225406,2,No,0.4,0,0,lameness,nasal_discharge,none,none,none,none,none,none,none,none
8656,rabbit,dutch,young,141.44644108544065,5,No,0.466,0,0,skin_lesions,diarrhea,dehydration,weight_loss,salivating,none,none,none,none,none
8657,chicken,rhode_island_red,young,183.87380913103019,3,No,0.45999999999999996,0,0,nasal_discharge,diarrhea,dehydration,none,none,none,none,none,none,none
8658,turtle,red_eared_slider,young,147.8225132493898,3,Yes,0.39999999999999997,0,0,respiratory_distress,swollen_eyes,lameness,none,none,none,none,none,none,none
8659,goat,nubian,young,410.6461604347104,2,Yes,0.4099999999999999,0,0,bloating,diarrhea,none,none,none,none,none,none,none,none
8660,chicken,leghorn,young,168.7021535494865,5,Yes,0.53,0,0,loss_of_appetite,lethargy,depression,sneezing,anorexia,none,none,none,none,none
8661,cow,jersey,senior,433.05809485945156,3,Yes,0.66,0,0,lameness,fever,lethargy,none,none,none,none,none,none,none
